epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,475.504,1.36903,6.43832,1.13989,0.70394,0.32701,0.40273,0.24149,1.31125,1.51871,1.06716,0.000195915,0.000195915,0.000195915
2,961.555,1.15138,3.55382,1.01474,0.71611,0.42586,0.49763,0.29336,1.26416,1.41102,1.06764,0.000314316,0.000314316,0.000314316
3,1409.89,1.01087,2.12464,0.95331,0.66058,0.49985,0.57183,0.38089,1.19704,1.27122,1.05262,0.000355101,0.000355101,0.000355101
4,1844.72,0.87391,1.39573,0.90132,0.55446,0.6099,0.61605,0.40216,1.1732,1.16815,1.02182,0.000238728,0.000238728,0.000238728
5,2272.81,0.71036,1.01516,0.853,0.64904,0.59552,0.64688,0.42788,1.13649,1.11374,1.01903,0.000122304,0.000122304,0.000122304
