epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,298.774,1.32374,6.44192,1.10752,0.52387,0.33228,0.3093,0.19584,1.32881,1.92505,1.14095,0.00019583,0.00019583,0.00019583
