epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,450.195,1.36508,6.39314,1.13042,0.75872,0.36319,0.38014,0.23729,1.25996,1.51199,1.05435,0.000195915,0.000195915,0.000195915
2,875.592,1.14443,3.49786,1.00219,0.5634,0.41185,0.45557,0.27942,1.2597,1.63671,1.07237,0.000314316,0.000314316,0.000314316
3,1279.47,1.00499,2.11016,0.94989,0.61146,0.56461,0.54358,0.3497,1.22333,1.29159,1.0459,0.000355101,0.000355101,0.000355101
4,1680.06,0.85886,1.35289,0.89564,0.59617,0.62895,0.6212,0.40524,1.16796,1.1716,1.0153,0.000238728,0.000238728,0.000238728
5,2082.14,0.68888,0.97212,0.84355,0.64436,0.63631,0.64646,0.43059,1.15652,1.19505,1.01954,0.000122304,0.000122304,0.000122304
