epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,345.686,1.04621,0.88986,1.0374,0.73324,0.62001,0.68699,0.47054,1.13551,1.01526,1.10945,0.00019583,0.00019583,0.00019583
2,682.751,1.0971,0.9759,1.06472,0.62047,0.66738,0.67246,0.4471,1.16367,1.07251,1.12722,0.000314247,0.000314247,0.000314247
3,1004.55,1.1224,0.93806,1.06143,0.61826,0.64371,0.70272,0.45623,1.17477,1.07862,1.12555,0.000355049,0.000355049,0.000355049
4,1323.67,1.06323,0.91254,1.0417,0.69306,0.63204,0.69712,0.457,1.12787,1.01588,1.11286,0.000238728,0.000238728,0.000238728
5,1641.59,1.00233,0.81647,1.02521,0.69678,0.67881,0.74351,0.50453,1.11725,0.92086,1.10239,0.000122304,0.000122304,0.000122304
