epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,271.499,1.49973,7.76186,1.2578,0.88989,0.22574,0.25063,0.15203,1.35214,2.1049,1.18973,0.00019583,0.00019583,0.00019583
2,527.22,1.42465,5.78387,1.2132,0.79375,0.25396,0.27253,0.15844,1.33568,1.96667,1.15065,0.000384071,0.000384071,0.000384071
3,798.885,1.39136,4.28299,1.22466,0.81485,0.24197,0.2955,0.18642,1.32905,2.04582,1.21547,0.000564552,0.000564552,0.000564552
4,1077.44,1.40682,3.11306,1.22703,0.69215,0.26824,0.31503,0.19569,1.33219,1.69761,1.20148,0.000553073,0.000553073,0.000553073
5,1323.29,1.4211,2.57048,1.2294,0.55691,0.40929,0.36993,0.2199,1.31213,1.57537,1.23591,0.00054143,0.00054143,0.00054143
6,1654.52,1.33894,2.10253,1.18771,0.71159,0.38348,0.40842,0.25195,1.27783,1.3887,1.18836,0.000529788,0.000529788,0.000529788
7,1899.16,1.33775,1.85755,1.19383,0.58816,0.43738,0.42581,0.26185,1.24741,1.40151,1.17251,0.000518146,0.000518146,0.000518146
8,2164.99,1.32145,1.68639,1.17266,0.61242,0.45808,0.43506,0.25663,1.25973,1.41992,1.17025,0.000506503,0.000506503,0.000506503
9,2496.37,1.29712,1.60535,1.16168,0.60925,0.43928,0.46485,0.30016,1.24204,1.43299,1.19454,0.000494861,0.000494861,0.000494861
10,2788.79,1.27773,1.50694,1.16041,0.64056,0.52788,0.53959,0.32997,1.23611,1.3196,1.18159,0.000483218,0.000483218,0.000483218
11,3155.32,1.22986,1.42866,1.12599,0.62642,0.50364,0.4985,0.30836,1.20441,1.22936,1.15356,0.000471576,0.000471576,0.000471576
12,3411,1.2212,1.3966,1.1099,0.6321,0.47511,0.52715,0.31861,1.21236,1.16949,1.16017,0.000459934,0.000459934,0.000459934
13,3654.6,1.20704,1.33565,1.12335,0.63667,0.54015,0.56102,0.35336,1.19887,1.16379,1.15418,0.000448291,0.000448291,0.000448291
14,3899.31,1.19536,1.26628,1.10606,0.58965,0.50115,0.53126,0.32188,1.18053,1.18263,1.13783,0.000436649,0.000436649,0.000436649
15,4143.35,1.19299,1.22231,1.1122,0.74166,0.51226,0.57096,0.3514,1.18406,1.10806,1.15337,0.000425006,0.000425006,0.000425006
16,4484.45,1.14469,1.18006,1.08578,0.64776,0.49443,0.56134,0.34294,1.17631,1.13594,1.14625,0.000413364,0.000413364,0.000413364
17,4732.53,1.16831,1.15465,1.09826,0.57397,0.60013,0.58802,0.37429,1.14613,1.12313,1.14476,0.000401722,0.000401722,0.000401722
18,4978.78,1.15484,1.14255,1.09563,0.66095,0.59312,0.62927,0.39293,1.15664,1.06219,1.1299,0.000390079,0.000390079,0.000390079
19,5224.99,1.09311,1.10661,1.06458,0.62425,0.6311,0.65431,0.4206,1.15604,1.03682,1.1342,0.000378437,0.000378437,0.000378437
20,5467.38,1.12455,1.07087,1.07894,0.71946,0.56093,0.65592,0.40923,1.15815,1.03278,1.14212,0.000366794,0.000366794,0.000366794
21,5812.76,1.08941,1.05849,1.06175,0.57512,0.77131,0.72453,0.47976,1.15309,1.0471,1.13498,0.000355152,0.000355152,0.000355152
22,6079.58,1.0701,1.02501,1.04399,0.71615,0.60281,0.71324,0.46842,1.16558,1.01875,1.14579,0.00034351,0.00034351,0.00034351
23,6339.12,1.08442,0.98734,1.06726,0.6303,0.71658,0.7198,0.48349,1.14863,1.00261,1.13843,0.000331867,0.000331867,0.000331867
24,6598.47,1.08821,0.96618,1.06044,0.56274,0.7005,0.65342,0.41738,1.13687,0.9768,1.13917,0.000320225,0.000320225,0.000320225
25,6856.9,1.07798,0.94525,1.06732,0.58109,0.72766,0.66478,0.40868,1.15461,1.09458,1.14004,0.000308582,0.000308582,0.000308582
26,7198.03,1.0502,0.91937,1.0452,0.60101,0.69445,0.63241,0.39391,1.16008,1.0681,1.14879,0.00029694,0.00029694,0.00029694
27,7454.39,1.04047,0.94732,1.03145,0.59111,0.68671,0.63485,0.41367,1.17287,1.07094,1.14036,0.000285298,0.000285298,0.000285298
28,7711.38,1.02697,0.90567,1.03519,0.58904,0.61519,0.64983,0.40489,1.15104,0.97106,1.13546,0.000273655,0.000273655,0.000273655
29,7968.13,1.0341,0.89637,1.03804,0.66169,0.67988,0.65598,0.42777,1.13057,1.01566,1.12928,0.000262013,0.000262013,0.000262013
30,8226.37,1.01665,0.86134,1.02244,0.6374,0.67374,0.66525,0.42486,1.17434,0.99365,1.15349,0.00025037,0.00025037,0.00025037
31,8562.96,1.01646,0.8597,1.03304,0.67977,0.6418,0.65567,0.41776,1.16566,0.95661,1.13846,0.000238728,0.000238728,0.000238728
32,8825.15,1.01653,0.83253,1.01188,0.7162,0.67763,0.74034,0.5087,1.1319,0.9999,1.11369,0.000227086,0.000227086,0.000227086
33,9084.06,0.99728,0.82495,1.02758,0.73786,0.6848,0.71505,0.46576,1.12955,0.93698,1.11836,0.000215443,0.000215443,0.000215443
34,9343.45,0.96298,0.83778,1.00285,0.65567,0.72844,0.74912,0.50041,1.11281,0.91937,1.11,0.000203801,0.000203801,0.000203801
35,9603.29,0.96846,0.80956,0.99041,0.66767,0.64721,0.68598,0.44703,1.1365,0.93046,1.12751,0.000192158,0.000192158,0.000192158
36,9942.79,0.96466,0.77818,1.00079,0.6622,0.71457,0.74868,0.5121,1.11264,0.91876,1.10841,0.000180516,0.000180516,0.000180516
37,10172.4,0.94699,0.76235,1.0005,0.69397,0.74859,0.70563,0.45322,1.13153,0.92351,1.1244,0.000168874,0.000168874,0.000168874
38,10402.4,0.94048,0.74103,1.00888,0.70462,0.71649,0.75292,0.50438,1.12245,0.9581,1.1312,0.000157231,0.000157231,0.000157231
39,10632.8,0.92457,0.73034,0.98873,0.72136,0.69502,0.75682,0.50691,1.10889,0.94501,1.13075,0.000145589,0.000145589,0.000145589
40,10863.1,0.9232,0.72787,0.9862,0.70408,0.71413,0.74469,0.48639,1.12051,0.90828,1.13009,0.000133946,0.000133946,0.000133946
41,11166.9,0.92551,0.68916,0.9933,0.77351,0.67205,0.76553,0.51085,1.1326,0.90238,1.13953,0.000122304,0.000122304,0.000122304
42,11392,0.89897,0.66488,0.98358,0.65611,0.74,0.71729,0.46142,1.13204,0.91517,1.13364,0.000110662,0.000110662,0.000110662
43,11617.2,0.90494,0.65645,0.9835,0.68098,0.72742,0.70818,0.45809,1.1265,0.90139,1.13502,9.90192e-05,9.90192e-05,9.90192e-05
44,11842.5,0.89026,0.64059,0.99156,0.71991,0.71413,0.72515,0.47695,1.12936,0.90966,1.13043,8.73768e-05,8.73768e-05,8.73768e-05
45,12067.7,0.87804,0.63286,0.9876,0.6907,0.73331,0.77009,0.52238,1.12036,0.90344,1.12857,7.57344e-05,7.57344e-05,7.57344e-05
46,12370.6,0.85426,0.60417,0.97035,0.73007,0.71702,0.73655,0.49294,1.12247,0.89938,1.13046,6.4092e-05,6.4092e-05,6.4092e-05
47,12596.3,0.85051,0.61883,0.96028,0.70499,0.71988,0.76874,0.51938,1.11236,0.92129,1.12827,5.24496e-05,5.24496e-05,5.24496e-05
48,12821.3,0.84374,0.60884,0.95919,0.67688,0.75574,0.7195,0.47445,1.10924,0.88974,1.12738,4.08072e-05,4.08072e-05,4.08072e-05
49,13046.2,0.84084,0.60809,0.96731,0.74445,0.70608,0.73648,0.48764,1.11049,0.89089,1.1271,2.91648e-05,2.91648e-05,2.91648e-05
50,13270.3,0.83707,0.5888,0.95648,0.73469,0.70035,0.77223,0.52206,1.10785,0.88384,1.12346,1.75224e-05,1.75224e-05,1.75224e-05
