epoch,action,op,field,before,after,reason,delta_precision,delta_recall,delta_map50,delta_map50_95,guard_triggered,rollback_reason,frozen
15,cooldown,local_contrast,prob,0.06,0.065,cooldown_texture_only,0.02864,-0.004210000000000047,0.00039999999999995595,0.012369999999999992,"precision_guard,low_contrast_fn",,False
15,cooldown,local_contrast,strength,0.2,0.20500000000000002,cooldown_texture_only,0.02864,-0.004210000000000047,0.00039999999999995595,0.012369999999999992,"precision_guard,low_contrast_fn",,False
15,cooldown,cutout_safe,prob,0.03,0.009999999999999998,cooldown_shrink_risk_ops,0.02864,-0.004210000000000047,0.00039999999999995595,0.012369999999999992,"precision_guard,low_contrast_fn",,False
15,cooldown,cutout_safe,strength,0.1,0.07,cooldown_shrink_risk_ops,0.02864,-0.004210000000000047,0.00039999999999995595,0.012369999999999992,"precision_guard,low_contrast_fn",,False
20,rollback,clahe,prob,0.030000000000000002,0.05,catf_update,0.008179999999999965,0.0019299999999999873,-0.0007400000000000739,-0.01586000000000004,"precision_guard,map50_95_guard,low_contrast_fn,constraint_warning,rollback",map50_95_drop_lt_0.015,False
20,rollback,clahe,strength,0.17,0.2,catf_update,0.008179999999999965,0.0019299999999999873,-0.0007400000000000739,-0.01586000000000004,"precision_guard,map50_95_guard,low_contrast_fn,constraint_warning,rollback",map50_95_drop_lt_0.015,False
20,rollback,gamma,prob,0.030000000000000002,0.05,catf_update,0.008179999999999965,0.0019299999999999873,-0.0007400000000000739,-0.01586000000000004,"precision_guard,map50_95_guard,low_contrast_fn,constraint_warning,rollback",map50_95_drop_lt_0.015,False
20,rollback,gamma,strength,0.17,0.2,catf_update,0.008179999999999965,0.0019299999999999873,-0.0007400000000000739,-0.01586000000000004,"precision_guard,map50_95_guard,low_contrast_fn,constraint_warning,rollback",map50_95_drop_lt_0.015,False
20,rollback,brightness,prob,0.009999999999999998,0.03,catf_update,0.008179999999999965,0.0019299999999999873,-0.0007400000000000739,-0.01586000000000004,"precision_guard,map50_95_guard,low_contrast_fn,constraint_warning,rollback",map50_95_drop_lt_0.015,False
20,rollback,brightness,strength,0.12,0.15,catf_update,0.008179999999999965,0.0019299999999999873,-0.0007400000000000739,-0.01586000000000004,"precision_guard,map50_95_guard,low_contrast_fn,constraint_warning,rollback",map50_95_drop_lt_0.015,False
20,rollback,contrast,prob,0.009999999999999998,0.03,catf_update,0.008179999999999965,0.0019299999999999873,-0.0007400000000000739,-0.01586000000000004,"precision_guard,map50_95_guard,low_contrast_fn,constraint_warning,rollback",map50_95_drop_lt_0.015,False
20,rollback,contrast,strength,0.12,0.15,catf_update,0.008179999999999965,0.0019299999999999873,-0.0007400000000000739,-0.01586000000000004,"precision_guard,map50_95_guard,low_contrast_fn,constraint_warning,rollback",map50_95_drop_lt_0.015,False
20,rollback,sharpen_mild,prob,0.085,0.08,catf_update,0.008179999999999965,0.0019299999999999873,-0.0007400000000000739,-0.01586000000000004,"precision_guard,map50_95_guard,low_contrast_fn,constraint_warning,rollback",map50_95_drop_lt_0.015,False
20,rollback,sharpen_mild,strength,0.255,0.25,catf_update,0.008179999999999965,0.0019299999999999873,-0.0007400000000000739,-0.01586000000000004,"precision_guard,map50_95_guard,low_contrast_fn,constraint_warning,rollback",map50_95_drop_lt_0.015,False
20,rollback,local_contrast,prob,0.065,0.06,catf_update,0.008179999999999965,0.0019299999999999873,-0.0007400000000000739,-0.01586000000000004,"precision_guard,map50_95_guard,low_contrast_fn,constraint_warning,rollback",map50_95_drop_lt_0.015,False
20,rollback,local_contrast,strength,0.20500000000000002,0.2,catf_update,0.008179999999999965,0.0019299999999999873,-0.0007400000000000739,-0.01586000000000004,"precision_guard,map50_95_guard,low_contrast_fn,constraint_warning,rollback",map50_95_drop_lt_0.015,False
20,rollback,cutout_safe,prob,0.009999999999999998,0.03,catf_update,0.008179999999999965,0.0019299999999999873,-0.0007400000000000739,-0.01586000000000004,"precision_guard,map50_95_guard,low_contrast_fn,constraint_warning,rollback",map50_95_drop_lt_0.015,False
20,rollback,cutout_safe,strength,0.07,0.1,catf_update,0.008179999999999965,0.0019299999999999873,-0.0007400000000000739,-0.01586000000000004,"precision_guard,map50_95_guard,low_contrast_fn,constraint_warning,rollback",map50_95_drop_lt_0.015,False
25,rollback,,,,,,-0.12244,0.16437000000000002,0.07494999999999996,0.05141000000000001,"precision_guard,low_contrast_fn,constraint_warning,rollback",precision_drop_lt_0.015,True
30,rollback,,,,,,-0.17142000000000002,0.02690999999999999,-0.05335000000000001,-0.030090000000000006,"precision_guard,map50_95_guard,low_contrast_fn,constraint_warning,rollback","precision_drop_lt_0.015,map50_drop_lt_0.015,map50_95_drop_lt_0.015",True
35,rollback,,,,,,-0.18162,0.09189000000000003,-0.06452000000000002,-0.048929999999999974,"precision_guard,map50_95_guard,low_contrast_fn,constraint_warning,rollback","precision_drop_lt_0.015,map50_drop_lt_0.015,map50_95_drop_lt_0.015",True
40,freeze,,,,,,0.04469000000000001,0.058660000000000045,0.05858999999999992,0.06047999999999998,"precision_guard,low_contrast_fn",,True
45,freeze,,,,,,0.07050000000000001,-0.01800999999999997,0.058620000000000005,0.07294999999999996,"precision_guard,low_contrast_fn,recall_low",,True
