epoch,action,op,field,before,after,reason,delta_precision,delta_recall,delta_map50,delta_map50_95,guard_triggered,rollback_reason,frozen
5,accept,clahe,prob,0.05,0.030000000000000002,precision_guard,0.04583999999999999,-0.03437000000000001,0.013000000000000012,0.005530000000000007,"precision_guard,low_contrast_fn,recall_low",,False
5,accept,clahe,strength,0.2,0.17,precision_guard,0.04583999999999999,-0.03437000000000001,0.013000000000000012,0.005530000000000007,"precision_guard,low_contrast_fn,recall_low",,False
5,accept,gamma,prob,0.05,0.030000000000000002,precision_guard,0.04583999999999999,-0.03437000000000001,0.013000000000000012,0.005530000000000007,"precision_guard,low_contrast_fn,recall_low",,False
5,accept,gamma,strength,0.2,0.17,precision_guard,0.04583999999999999,-0.03437000000000001,0.013000000000000012,0.005530000000000007,"precision_guard,low_contrast_fn,recall_low",,False
5,accept,brightness,prob,0.03,0.009999999999999998,precision_guard,0.04583999999999999,-0.03437000000000001,0.013000000000000012,0.005530000000000007,"precision_guard,low_contrast_fn,recall_low",,False
5,accept,brightness,strength,0.15,0.12,precision_guard,0.04583999999999999,-0.03437000000000001,0.013000000000000012,0.005530000000000007,"precision_guard,low_contrast_fn,recall_low",,False
5,accept,contrast,prob,0.03,0.009999999999999998,precision_guard,0.04583999999999999,-0.03437000000000001,0.013000000000000012,0.005530000000000007,"precision_guard,low_contrast_fn,recall_low",,False
5,accept,contrast,strength,0.15,0.12,precision_guard,0.04583999999999999,-0.03437000000000001,0.013000000000000012,0.005530000000000007,"precision_guard,low_contrast_fn,recall_low",,False
5,accept,cutout_safe,prob,0.03,0.009999999999999998,precision_guard,0.04583999999999999,-0.03437000000000001,0.013000000000000012,0.005530000000000007,"precision_guard,low_contrast_fn,recall_low",,False
5,accept,cutout_safe,strength,0.1,0.07,precision_guard,0.04583999999999999,-0.03437000000000001,0.013000000000000012,0.005530000000000007,"precision_guard,low_contrast_fn,recall_low",,False
10,rollback,clahe,prob,0.030000000000000002,0.05,catf_update,-0.053590000000000027,-0.020930000000000004,-0.056999999999999995,-0.03051999999999999,"precision_guard,map50_95_guard,low_contrast_fn,recall_low,constraint_warning,rollback","precision_drop_lt_0.015,map50_drop_lt_0.015,map50_95_drop_lt_0.015",False
10,rollback,clahe,strength,0.17,0.2,catf_update,-0.053590000000000027,-0.020930000000000004,-0.056999999999999995,-0.03051999999999999,"precision_guard,map50_95_guard,low_contrast_fn,recall_low,constraint_warning,rollback","precision_drop_lt_0.015,map50_drop_lt_0.015,map50_95_drop_lt_0.015",False
10,rollback,gamma,prob,0.030000000000000002,0.05,catf_update,-0.053590000000000027,-0.020930000000000004,-0.056999999999999995,-0.03051999999999999,"precision_guard,map50_95_guard,low_contrast_fn,recall_low,constraint_warning,rollback","precision_drop_lt_0.015,map50_drop_lt_0.015,map50_95_drop_lt_0.015",False
10,rollback,gamma,strength,0.17,0.2,catf_update,-0.053590000000000027,-0.020930000000000004,-0.056999999999999995,-0.03051999999999999,"precision_guard,map50_95_guard,low_contrast_fn,recall_low,constraint_warning,rollback","precision_drop_lt_0.015,map50_drop_lt_0.015,map50_95_drop_lt_0.015",False
10,rollback,brightness,prob,0.009999999999999998,0.03,catf_update,-0.053590000000000027,-0.020930000000000004,-0.056999999999999995,-0.03051999999999999,"precision_guard,map50_95_guard,low_contrast_fn,recall_low,constraint_warning,rollback","precision_drop_lt_0.015,map50_drop_lt_0.015,map50_95_drop_lt_0.015",False
10,rollback,brightness,strength,0.12,0.15,catf_update,-0.053590000000000027,-0.020930000000000004,-0.056999999999999995,-0.03051999999999999,"precision_guard,map50_95_guard,low_contrast_fn,recall_low,constraint_warning,rollback","precision_drop_lt_0.015,map50_drop_lt_0.015,map50_95_drop_lt_0.015",False
10,rollback,contrast,prob,0.009999999999999998,0.03,catf_update,-0.053590000000000027,-0.020930000000000004,-0.056999999999999995,-0.03051999999999999,"precision_guard,map50_95_guard,low_contrast_fn,recall_low,constraint_warning,rollback","precision_drop_lt_0.015,map50_drop_lt_0.015,map50_95_drop_lt_0.015",False
10,rollback,contrast,strength,0.12,0.15,catf_update,-0.053590000000000027,-0.020930000000000004,-0.056999999999999995,-0.03051999999999999,"precision_guard,map50_95_guard,low_contrast_fn,recall_low,constraint_warning,rollback","precision_drop_lt_0.015,map50_drop_lt_0.015,map50_95_drop_lt_0.015",False
10,rollback,cutout_safe,prob,0.009999999999999998,0.03,catf_update,-0.053590000000000027,-0.020930000000000004,-0.056999999999999995,-0.03051999999999999,"precision_guard,map50_95_guard,low_contrast_fn,recall_low,constraint_warning,rollback","precision_drop_lt_0.015,map50_drop_lt_0.015,map50_95_drop_lt_0.015",False
10,rollback,cutout_safe,strength,0.07,0.1,catf_update,-0.053590000000000027,-0.020930000000000004,-0.056999999999999995,-0.03051999999999999,"precision_guard,map50_95_guard,low_contrast_fn,recall_low,constraint_warning,rollback","precision_drop_lt_0.015,map50_drop_lt_0.015,map50_95_drop_lt_0.015",False
15,cooldown,clahe,prob,0.05,0.030000000000000002,cooldown_shrink_risk_ops,0.02864,-0.004210000000000047,0.00039999999999995595,0.012369999999999992,"precision_guard,low_contrast_fn",,False
15,cooldown,clahe,strength,0.2,0.17,cooldown_shrink_risk_ops,0.02864,-0.004210000000000047,0.00039999999999995595,0.012369999999999992,"precision_guard,low_contrast_fn",,False
15,cooldown,gamma,prob,0.05,0.030000000000000002,cooldown_shrink_risk_ops,0.02864,-0.004210000000000047,0.00039999999999995595,0.012369999999999992,"precision_guard,low_contrast_fn",,False
15,cooldown,gamma,strength,0.2,0.17,cooldown_shrink_risk_ops,0.02864,-0.004210000000000047,0.00039999999999995595,0.012369999999999992,"precision_guard,low_contrast_fn",,False
15,cooldown,brightness,prob,0.03,0.009999999999999998,cooldown_shrink_risk_ops,0.02864,-0.004210000000000047,0.00039999999999995595,0.012369999999999992,"precision_guard,low_contrast_fn",,False
15,cooldown,brightness,strength,0.15,0.12,cooldown_shrink_risk_ops,0.02864,-0.004210000000000047,0.00039999999999995595,0.012369999999999992,"precision_guard,low_contrast_fn",,False
15,cooldown,contrast,prob,0.03,0.009999999999999998,cooldown_shrink_risk_ops,0.02864,-0.004210000000000047,0.00039999999999995595,0.012369999999999992,"precision_guard,low_contrast_fn",,False
15,cooldown,contrast,strength,0.15,0.12,cooldown_shrink_risk_ops,0.02864,-0.004210000000000047,0.00039999999999995595,0.012369999999999992,"precision_guard,low_contrast_fn",,False
15,cooldown,sharpen_mild,prob,0.08,0.085,cooldown_texture_only,0.02864,-0.004210000000000047,0.00039999999999995595,0.012369999999999992,"precision_guard,low_contrast_fn",,False
15,cooldown,sharpen_mild,strength,0.25,0.255,cooldown_texture_only,0.02864,-0.004210000000000047,0.00039999999999995595,0.012369999999999992,"precision_guard,low_contrast_fn",,False
