epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,457.894,1.32499,6.40074,1.12091,0.80889,0.34665,0.41078,0.2633,1.30032,1.4969,1.07654,0.000195915,0.000195915,0.000195915
2,907.289,1.06745,3.48063,0.98329,0.71694,0.44819,0.52701,0.34525,1.20666,1.34205,1.04105,0.000314316,0.000314316,0.000314316
3,1337.78,0.90422,2.06088,0.91585,0.51517,0.53386,0.55209,0.35969,1.21531,1.42125,1.05568,0.000355101,0.000355101,0.000355101
4,1768.02,0.74632,1.33002,0.86098,0.6407,0.56414,0.63071,0.41069,1.16859,1.15416,1.03446,0.000238728,0.000238728,0.000238728
5,2188.16,0.5839,0.96763,0.81623,0.53146,0.63679,0.65203,0.4368,1.15369,1.15504,1.03752,0.000122304,0.000122304,0.000122304
