epoch,class_id,action,adjustment_count,before_status,after_status,dominant_issue
5,1,propose,4,inactive,active,low_contrast_fn
5,6,propose,4,inactive,active,texture_boundary_weak
5,8,propose,4,inactive,active,low_recall
