epoch,op,field,before,after,reason
15,gamma,prob,0.05,0.020000000000000004,precision_low_or_fp_high
15,gamma,strength,0.039999999999999994,0.019999999999999993,precision_low_or_fp_high
15,cutout_safe,prob,0.06,0.09,precision_low_hard_negative_like
15,cutout_safe,strength,0.04,0.06,precision_low_hard_negative_like
15,sharpen_mild,prob,0.1,0.14,map50_high_map95_low
15,sharpen_mild,strength,0.075,0.105,map50_high_map95_low
15,local_contrast,prob,0.1,0.14,map50_high_map95_low
15,local_contrast,strength,0.075,0.105,map50_high_map95_low
15,cutout_safe,prob,0.09,0.06999999999999999,map50_high_map95_low_reduce_cutout
15,cutout_safe,strength,0.06,0.039999999999999994,map50_high_map95_low_reduce_cutout
15,clahe,prob,0.020000000000000004,0.04000000000000001,low_contrast_fn_high_monitor_fp
15,clahe,strength,0.019999999999999993,0.03499999999999999,low_contrast_fn_high_monitor_fp
15,gamma,prob,0.020000000000000004,0.04000000000000001,low_contrast_fn_high_monitor_fp
15,gamma,strength,0.019999999999999993,0.03499999999999999,low_contrast_fn_high_monitor_fp
15,local_contrast,prob,0.14,0.16,low_contrast_fn_high_monitor_fp
15,local_contrast,strength,0.105,0.12,low_contrast_fn_high_monitor_fp
15,sharpen_mild,prob,0.14,0.16,low_contrast_fn_high_monitor_fp
15,sharpen_mild,strength,0.105,0.12,low_contrast_fn_high_monitor_fp
20,clahe,prob,0.04000000000000001,0.06000000000000001,recall_low_or_fn_high
20,clahe,strength,0.03499999999999999,0.04999999999999999,recall_low_or_fn_high
20,gamma,prob,0.04000000000000001,0.06000000000000001,recall_low_or_fn_high
20,gamma,strength,0.03499999999999999,0.04999999999999999,recall_low_or_fn_high
20,sharpen_mild,prob,0.16,0.18,recall_low_or_fn_high
20,sharpen_mild,strength,0.12,0.135,recall_low_or_fn_high
20,local_contrast,prob,0.16,0.18,recall_low_or_fn_high
20,local_contrast,strength,0.12,0.135,recall_low_or_fn_high
20,brightness,prob,0.0,0.015,recall_low_brightness_like
20,brightness,strength,0.0,0.01,recall_low_brightness_like
20,brightness,prob,0.015,0.0,precision_low_or_fp_high
20,brightness,strength,0.01,0.0,precision_low_or_fp_high
20,clahe,prob,0.06000000000000001,0.030000000000000013,precision_low_or_fp_high
20,clahe,strength,0.04999999999999999,0.02999999999999999,precision_low_or_fp_high
20,gamma,prob,0.06000000000000001,0.030000000000000013,precision_low_or_fp_high
20,gamma,strength,0.04999999999999999,0.02999999999999999,precision_low_or_fp_high
20,cutout_safe,prob,0.06999999999999999,0.09999999999999999,precision_low_hard_negative_like
20,cutout_safe,strength,0.039999999999999994,0.06,precision_low_hard_negative_like
20,sharpen_mild,prob,0.18,0.22,map50_high_map95_low
20,sharpen_mild,strength,0.135,0.165,map50_high_map95_low
20,local_contrast,prob,0.18,0.22,map50_high_map95_low
20,local_contrast,strength,0.135,0.165,map50_high_map95_low
20,cutout_safe,prob,0.09999999999999999,0.07999999999999999,map50_high_map95_low_reduce_cutout
20,cutout_safe,strength,0.06,0.039999999999999994,map50_high_map95_low_reduce_cutout
20,clahe,prob,0.030000000000000013,0.05000000000000002,low_contrast_fn_high_monitor_fp
20,clahe,strength,0.02999999999999999,0.044999999999999984,low_contrast_fn_high_monitor_fp
20,gamma,prob,0.030000000000000013,0.05000000000000002,low_contrast_fn_high_monitor_fp
20,gamma,strength,0.02999999999999999,0.044999999999999984,low_contrast_fn_high_monitor_fp
20,local_contrast,prob,0.22,0.24,low_contrast_fn_high_monitor_fp
20,local_contrast,strength,0.165,0.18,low_contrast_fn_high_monitor_fp
20,sharpen_mild,prob,0.22,0.24,low_contrast_fn_high_monitor_fp
20,sharpen_mild,strength,0.165,0.18,low_contrast_fn_high_monitor_fp
25,clahe,prob,0.05000000000000002,0.07000000000000002,recall_low_or_fn_high
25,clahe,strength,0.044999999999999984,0.059999999999999984,recall_low_or_fn_high
25,gamma,prob,0.05000000000000002,0.07000000000000002,recall_low_or_fn_high
25,gamma,strength,0.044999999999999984,0.059999999999999984,recall_low_or_fn_high
25,sharpen_mild,prob,0.24,0.26,recall_low_or_fn_high
25,sharpen_mild,strength,0.18,0.195,recall_low_or_fn_high
25,local_contrast,prob,0.24,0.26,recall_low_or_fn_high
25,local_contrast,strength,0.18,0.195,recall_low_or_fn_high
25,brightness,prob,0.0,0.015,recall_low_brightness_like
25,brightness,strength,0.0,0.01,recall_low_brightness_like
25,brightness,prob,0.015,0.0,precision_low_or_fp_high
25,brightness,strength,0.01,0.0,precision_low_or_fp_high
25,clahe,prob,0.07000000000000002,0.04000000000000002,precision_low_or_fp_high
25,clahe,strength,0.059999999999999984,0.03999999999999998,precision_low_or_fp_high
25,gamma,prob,0.07000000000000002,0.04000000000000002,precision_low_or_fp_high
25,gamma,strength,0.059999999999999984,0.03999999999999998,precision_low_or_fp_high
25,cutout_safe,prob,0.07999999999999999,0.10999999999999999,precision_low_hard_negative_like
25,cutout_safe,strength,0.039999999999999994,0.06,precision_low_hard_negative_like
25,sharpen_mild,prob,0.26,0.3,map50_high_map95_low
25,sharpen_mild,strength,0.195,0.225,map50_high_map95_low
25,local_contrast,prob,0.26,0.3,map50_high_map95_low
25,local_contrast,strength,0.195,0.225,map50_high_map95_low
25,cutout_safe,prob,0.10999999999999999,0.08999999999999998,map50_high_map95_low_reduce_cutout
25,cutout_safe,strength,0.06,0.039999999999999994,map50_high_map95_low_reduce_cutout
25,clahe,prob,0.04000000000000002,0.060000000000000026,low_contrast_fn_high_monitor_fp
25,clahe,strength,0.03999999999999998,0.05499999999999998,low_contrast_fn_high_monitor_fp
25,gamma,prob,0.04000000000000002,0.060000000000000026,low_contrast_fn_high_monitor_fp
25,gamma,strength,0.03999999999999998,0.05499999999999998,low_contrast_fn_high_monitor_fp
25,local_contrast,strength,0.225,0.24,low_contrast_fn_high_monitor_fp
25,sharpen_mild,strength,0.225,0.24,low_contrast_fn_high_monitor_fp
30,clahe,prob,0.060000000000000026,0.08000000000000003,recall_low_or_fn_high
30,clahe,strength,0.05499999999999998,0.06999999999999998,recall_low_or_fn_high
30,gamma,prob,0.060000000000000026,0.08000000000000003,recall_low_or_fn_high
30,gamma,strength,0.05499999999999998,0.06999999999999998,recall_low_or_fn_high
30,sharpen_mild,strength,0.24,0.255,recall_low_or_fn_high
30,local_contrast,strength,0.24,0.255,recall_low_or_fn_high
30,brightness,prob,0.0,0.015,recall_low_brightness_like
30,brightness,strength,0.0,0.01,recall_low_brightness_like
30,brightness,prob,0.015,0.0,precision_low_or_fp_high
30,brightness,strength,0.01,0.0,precision_low_or_fp_high
30,clahe,prob,0.08000000000000003,0.05000000000000003,precision_low_or_fp_high
30,clahe,strength,0.06999999999999998,0.049999999999999975,precision_low_or_fp_high
30,gamma,prob,0.08000000000000003,0.05000000000000003,precision_low_or_fp_high
30,gamma,strength,0.06999999999999998,0.049999999999999975,precision_low_or_fp_high
30,cutout_safe,prob,0.08999999999999998,0.11999999999999998,precision_low_hard_negative_like
30,cutout_safe,strength,0.039999999999999994,0.06,precision_low_hard_negative_like
30,sharpen_mild,strength,0.255,0.28500000000000003,map50_high_map95_low
30,local_contrast,strength,0.255,0.28500000000000003,map50_high_map95_low
30,cutout_safe,prob,0.11999999999999998,0.09999999999999998,map50_high_map95_low_reduce_cutout
30,cutout_safe,strength,0.06,0.039999999999999994,map50_high_map95_low_reduce_cutout
30,clahe,prob,0.05000000000000003,0.07000000000000003,low_contrast_fn_high_monitor_fp
30,clahe,strength,0.049999999999999975,0.06499999999999997,low_contrast_fn_high_monitor_fp
30,gamma,prob,0.05000000000000003,0.07000000000000003,low_contrast_fn_high_monitor_fp
30,gamma,strength,0.049999999999999975,0.06499999999999997,low_contrast_fn_high_monitor_fp
30,local_contrast,strength,0.28500000000000003,0.30000000000000004,low_contrast_fn_high_monitor_fp
30,sharpen_mild,strength,0.28500000000000003,0.30000000000000004,low_contrast_fn_high_monitor_fp
35,clahe,prob,0.07000000000000003,0.09000000000000004,recall_low_or_fn_high
35,clahe,strength,0.06499999999999997,0.07999999999999997,recall_low_or_fn_high
35,gamma,prob,0.07000000000000003,0.09000000000000004,recall_low_or_fn_high
35,gamma,strength,0.06499999999999997,0.07999999999999997,recall_low_or_fn_high
35,sharpen_mild,strength,0.30000000000000004,0.31500000000000006,recall_low_or_fn_high
35,local_contrast,strength,0.30000000000000004,0.31500000000000006,recall_low_or_fn_high
35,brightness,prob,0.0,0.015,recall_low_brightness_like
35,brightness,strength,0.0,0.01,recall_low_brightness_like
35,brightness,prob,0.015,0.0,precision_low_or_fp_high
35,brightness,strength,0.01,0.0,precision_low_or_fp_high
35,clahe,prob,0.09000000000000004,0.06000000000000004,precision_low_or_fp_high
35,clahe,strength,0.07999999999999997,0.05999999999999997,precision_low_or_fp_high
35,gamma,prob,0.09000000000000004,0.06000000000000004,precision_low_or_fp_high
35,gamma,strength,0.07999999999999997,0.05999999999999997,precision_low_or_fp_high
35,cutout_safe,prob,0.09999999999999998,0.12999999999999998,precision_low_hard_negative_like
35,cutout_safe,strength,0.039999999999999994,0.06,precision_low_hard_negative_like
35,sharpen_mild,strength,0.31500000000000006,0.3450000000000001,map50_high_map95_low
35,local_contrast,strength,0.31500000000000006,0.3450000000000001,map50_high_map95_low
35,cutout_safe,prob,0.12999999999999998,0.10999999999999997,map50_high_map95_low_reduce_cutout
35,cutout_safe,strength,0.06,0.039999999999999994,map50_high_map95_low_reduce_cutout
35,clahe,prob,0.06000000000000004,0.08000000000000004,low_contrast_fn_high_monitor_fp
35,clahe,strength,0.05999999999999997,0.07499999999999997,low_contrast_fn_high_monitor_fp
35,gamma,prob,0.06000000000000004,0.08000000000000004,low_contrast_fn_high_monitor_fp
35,gamma,strength,0.05999999999999997,0.07499999999999997,low_contrast_fn_high_monitor_fp
35,local_contrast,strength,0.3450000000000001,0.3600000000000001,low_contrast_fn_high_monitor_fp
35,sharpen_mild,strength,0.3450000000000001,0.3600000000000001,low_contrast_fn_high_monitor_fp
40,clahe,prob,0.08000000000000004,0.050000000000000044,precision_low_or_fp_high
40,clahe,strength,0.07499999999999997,0.054999999999999966,precision_low_or_fp_high
40,gamma,prob,0.08000000000000004,0.050000000000000044,precision_low_or_fp_high
40,gamma,strength,0.07499999999999997,0.054999999999999966,precision_low_or_fp_high
40,cutout_safe,prob,0.10999999999999997,0.13999999999999996,precision_low_hard_negative_like
40,cutout_safe,strength,0.039999999999999994,0.06,precision_low_hard_negative_like
40,sharpen_mild,strength,0.3600000000000001,0.3900000000000001,map50_high_map95_low
40,local_contrast,strength,0.3600000000000001,0.3900000000000001,map50_high_map95_low
40,cutout_safe,prob,0.13999999999999996,0.11999999999999995,map50_high_map95_low_reduce_cutout
40,cutout_safe,strength,0.06,0.039999999999999994,map50_high_map95_low_reduce_cutout
40,clahe,prob,0.050000000000000044,0.07000000000000005,low_contrast_fn_high_monitor_fp
40,clahe,strength,0.054999999999999966,0.06999999999999997,low_contrast_fn_high_monitor_fp
40,gamma,prob,0.050000000000000044,0.07000000000000005,low_contrast_fn_high_monitor_fp
40,gamma,strength,0.054999999999999966,0.06999999999999997,low_contrast_fn_high_monitor_fp
40,local_contrast,strength,0.3900000000000001,0.4,low_contrast_fn_high_monitor_fp
40,sharpen_mild,strength,0.3900000000000001,0.4,low_contrast_fn_high_monitor_fp
45,clahe,prob,0.07000000000000005,0.04000000000000005,precision_low_or_fp_high
45,clahe,strength,0.06999999999999997,0.04999999999999996,precision_low_or_fp_high
45,gamma,prob,0.07000000000000005,0.04000000000000005,precision_low_or_fp_high
45,gamma,strength,0.06999999999999997,0.04999999999999996,precision_low_or_fp_high
45,cutout_safe,prob,0.11999999999999995,0.14999999999999997,precision_low_hard_negative_like
45,cutout_safe,strength,0.039999999999999994,0.06,precision_low_hard_negative_like
45,cutout_safe,prob,0.14999999999999997,0.12999999999999998,map50_high_map95_low_reduce_cutout
45,cutout_safe,strength,0.06,0.039999999999999994,map50_high_map95_low_reduce_cutout
45,clahe,prob,0.04000000000000005,0.08000000000000004,low_contrast_fn_high_monitor_fp
45,clahe,strength,0.04999999999999996,0.07999999999999996,low_contrast_fn_high_monitor_fp
45,gamma,prob,0.04000000000000005,0.08000000000000004,low_contrast_fn_high_monitor_fp
45,gamma,strength,0.04999999999999996,0.07999999999999996,low_contrast_fn_high_monitor_fp
